,Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total,coordinates
2810,WEST BL,AT,62 nd ST,AUTO,SR,October 30 2013,WED,0.0,0.0,7590.0,6605.0,14195.0,"(33.9835704, -118.3352176)"
2811,WEST BL,AT,58 th PL,AUTO,SR,October 23 2013,WED,,,7556.0,7518.0,15074.0,"(33.9881011, -118.3352066)"
2812,WEST BL,AT,HYDE PARK BL,AUTO,SR,October 16 2013,TUE,0.0,0.0,9184.0,7407.0,16591.0,"(33.9797657, -118.3347807)"
2813,WEST WY,AT,CENTER WY,AUTO,WV,July 18 2011,MON,,,1129.0,966.0,2095.0,"(33.9557423, -118.3976383)"
2814,WEST WY,AT,CENTER WY,MAN,HW,December 29 2012,THU,0.0,0.0,2195.0,0.0,2195.0,"(33.9557423, -118.3976383)"
2815,WEST WY,AT,CENTER WY,MAN,HW,March 29 2011,TUE,3344.0,2059.0,,,5403.0,"(33.9557423, -118.3976383)"
2816,WEST WY,AT,CENTER WY,AUTO,SR,February 13 2012,WED,11975.0,12565.0,0.0,0.0,24540.0,"(33.9557423, -118.3976383)"
2817,WEST WY,AT,CENTER WY,AUTO ,SR,February 13 2013,WED,0.0,0.0,16081.0,15178.0,31259.0,"(33.9557423, -118.3976383)"
2818,WEST WY,AT,CENTER WY,AUTO,SR,February 13 2013,WED,0.0,0.0,15746.0,15553.0,31299.0,"(33.9557423, -118.3976383)"
2819,WEST WY,AT,CENTER WY,AUTO,SR,February 13 2013,WED,0.0,0.0,19546.0,16257.0,35803.0,"(33.9557423, -118.3976383)"
2820,WESTERN AV,AT,29 th PL,MAN,SR,February 01 2013,FRI,0.0,533.0,0.0,0.0,533.0,"(34.0282537, -118.3089374)"
2821,WESTERN AV,AT,37 th PL,AUTO,SR,February 28 2013,THU,0.0,0.0,304.0,265.0,569.0,"(34.0199864, -118.3044286)"
2822,WESTERN AV,AT,49 th ST,MAN,EV,February 21 2013,THU,578.0,0.0,0.0,0.0,578.0,"(33.999025, -118.308945)"
2823,WESTERN AV,AT,55 th ST,MAN,CR,February 19 2013,TUE,496.0,125.0,0.0,0.0,621.0,"(33.99237, -118.3089534)"
2824,WESTERN AV,AT,65 th ST,MAN,CR,February 19 2013,TUE,496.0,125.0,0.0,0.0,621.0,"(33.9806087, -118.3089776)"
2825,WESTERN AV,AT,186 th ST,AUTO,SR,March 04 2013,MON,0.0,0.0,249.0,514.0,763.0,"(33.8619938, -118.3091615)"
2826,WESTERN AV,AT,96 th ST,MAN,HW,February 27 2013,THU,411.0,454.0,0.0,0.0,865.0,"(33.9486753, -118.3090079)"
2827,WESTERN AV,AT,58 th ST,MAN,CR,February 26 2013,TUE,0.0,0.0,0.0,999.0,999.0,"(33.9897263, -118.3089579)"
2828,WESTERN AV,AT,103 rd ST,AUTO,SR,February 27 2013,WED,733.0,436.0,0.0,0.0,1169.0,"(33.9431914, -118.3090335)"
2829,WESTERN AV,AT ,83 rd ST,AUTO,SR,March 04 2013,MON,0.0,0.0,431.0,785.0,1216.0,"(33.9636479, -118.3090256)"
2830,WESTERN AV,AT,37 th ST,AUTO,SR,March 04 2013,MON,395.0,852.0,0.0,0.0,1247.0,"(34.0209792, -118.3089165)"
2831,WESTERN AV,AT,77 th ST,MAN,WV,February 20 2013,WED,733.0,548.0,0.0,0.0,1281.0,"(33.9699723, -118.3090117)"
2832,WESTERN AV,AT,CENTURY BL,AUTO,SR,February 27 2013,WED,624.0,785.0,0.0,0.0,1409.0,"(33.945463, -118.3090205)"
2833,WESTERN AV,AT,38 th PL,MAN,EV,February 13 2013,WED,308.0,1154.0,0.0,0.0,1462.0,"(34.0164412, -118.3089206)"
2834,WESTERN AV,AT,24 th ST,MAN,SR,February 06 2013,WED,1264.0,268.0,0.0,0.0,1532.0,"(34.03461, -118.308947)"
2835,WESTERN AV,AT,68 th ST,MAN,EV,February 19 2013,TUE,0.0,0.0,1325.0,216.0,1541.0,"(33.9778013, -118.3089827)"
2836,WESTERN AV,AT,76 th ST,AUTO,SR,February 28 2013,THU,868.0,1055.0,0.0,0.0,1923.0,"(33.9709148, -118.3090066)"
2837,WESTERN AV,AT,FLORENCE AV,AUTO,SR,March 04 2013,MON,1320.0,732.0,0.0,0.0,2052.0,"(33.9745692, -118.3089885)"
2838,WESTERN AV,AT,37 th ST,AUTO,SR,February 28 2013,THU,1053.0,1258.0,0.0,0.0,2311.0,"(34.0209792, -118.3089165)"
2839,WESTERN AV,AT,83 rd ST,MAN,HW,February 21 2013,THU,1048.0,2068.0,0.0,0.0,3116.0,"(33.9636479, -118.3090256)"
2840,WESTERN AV,AT,80 th ST,MAN,HW,February 21 2013,THU,0.0,0.0,3353.0,1405.0,4758.0,"(33.9663856, -118.3090228)"
2841,WESTERN AV,AT,88  th PL,MAN,WV,March 06 2013,WED,0.0,0.0,376.0,5678.0,6054.0,"(33.9581631, -118.309023)"
2842,WESTERN AV,AT,39 th PL,MAN,HW,January 31 2013,THU,0.0,0.0,3800.0,2573.0,6373.0,"(34.0146301, -118.3089259)"
2843,WESTERN AV,AT,35 th ST,MAN,CR,February 14 2013,THU,0.0,0.0,5971.0,486.0,6457.0,"(34.0246513, -118.3089112)"
2844,WESTERN AV,AT,41 st ST,MAN,HW,January 31 2013,THU,4594.0,4145.0,0.0,0.0,8739.0,"(34.0099255, -118.3089374)"
2845,WESTERN AV,AT,71 st ST,MAN,EV,February 19 2013,TUE,5619.0,5523.0,0.0,0.0,11142.0,"(33.9753801, -118.3089885)"
2846,WESTERN AV,AT,52 nd ST,MAN,CR,February 19 2013,TUE,0.0,0.0,6458.0,6794.0,13252.0,"(33.9950833, -118.3089514)"
2847,WESTERN AV,AT,62 nd ST,MAN,CR,February 19 2013,TUE,0.0,0.0,6458.0,6794.0,13252.0,"(33.9833965, -118.3089688)"
2848,WESTERN AV,AT,42 nd ST,MAN,CR,February 12 2013,TUE,0.0,0.0,13285.0,1504.0,14789.0,"(34.0072796, -118.3089385)"
2849,WESTERN AV,AT,20 th ST,MAN,SR,February 06 2013,WED,0.0,0.0,8876.0,8418.0,17294.0,"(34.0388339, -118.3090541)"
2850,WESTERN AV,AT,MANCHESTER AV,MAN,CR,March 05 2013,TUE,0.0,0.0,20649.0,0.0,20649.0,"(33.9599596, -118.3090097)"
2851,WESTERN AV,AT,94 th ST,MAN,HW,February 27 2013,THU,0.0,0.0,11792.0,11118.0,22910.0,"(33.9511247, -118.3090195)"
2852,WESTERN AV,AT,62 nd ST,AUTO,EV,January 28 2013,MON,15844.0,7525.0,0.0,0.0,23369.0,"(33.9833965, -118.3089688)"
2853,WESTERN AV,AT,78 th PL,MAN,SR,March 26 2013,TUE,0.0,0.0,13607.0,9821.0,23428.0,"(33.9681692, -118.309019)"
2854,WESTERN AV,AT,91 st ST,MAN,CR,March 05 2013,TUE,23791.0,0.0,0.0,0.0,23791.0,"(33.9545261, -118.3090184)"
2855,WESTERN AV,AT,RUSSELL AV,AUTO,HW,July 01 2013,MON,0.0,0.0,12187.0,12840.0,25027.0,"(34.1041971, -118.309298)"
2856,WESTERN AV,AT,SUNSET BL,AUTO,HW,July 01 2013,MON,0.0,0.0,10091.0,15061.0,25152.0,"(34.0981099, -118.3092404)"
2857,WESTERN AV,AT,104 th ST,AUT,SR,May 01 2013,WED,0.0,0.0,13742.0,11960.0,25702.0,"(33.9418362, -118.3090431)"
2858,WESTERN AV,AT,104 th ST,MAN,SR,June 12 2013,WED,0.0,0.0,13249.0,12556.0,25805.0,"(33.9418362, -118.3090431)"
2859,WESTERN AV,AT,104 th ST,MAN,SR,June 12 2013,WED,0.0,0.0,13249.0,12556.0,25805.0,"(33.9418362, -118.3090431)"
2860,WESTERN AV,AT,MANCHESTER AV,MAN,WV,March 06 2013,WED,13266.0,13238.0,0.0,0.0,26504.0,"(33.9599596, -118.3090097)"
2861,WESTERN AV,AT,74 th ST,MAN,WV,February 20 2013,WED,0.0,0.0,12617.0,14227.0,26844.0,"(33.97277, -118.3035329)"
2862,WESTERN AV,AT,82 nd ST,AUTO,SR,February 03 2014,MON,0.0,0.0,13883.0,13116.0,26999.0,"(33.9645843, -118.3090247)"
2863,WESTERN AV,AT,240 th ST,AUTO,SR,November 12 2013,TUE,0.0,0.0,13478.0,14334.0,27812.0,"(34.0699985, -118.3087629)"
2864,WESTERN AV,AT,HOLLYWOOD BL,AUTO,HW,July 01 2013,MON,0.0,0.0,13387.0,14607.0,27994.0,"(34.1017384, -118.3092728)"
2865,WESTERN AV,AT,38 th PL,AUTO,SR,March 03 2014,MON,0.0,0.0,15378.0,14886.0,30264.0,"(34.0164412, -118.3089206)"
2866,WESTERN AV,AT,FOUNTAIN AV,AUTO,HW,July 02 2013,TUE,0.0,0.0,14828.0,15537.0,30365.0,"(34.094902, -118.3092299)"
2867,WESTERN AV,AT,59 th PL,MAN,CR,February 26 2013,TUE,14626.0,16368.0,0.0,0.0,30994.0,"(33.9866194, -118.3086009)"
2868,WESTERN AV,AT,24 th ST,MAN,HW,February 06 2014,THU,0.0,0.0,16638.0,15550.0,32188.0,"(34.03461, -118.308947)"
2869,WESTERN AV,AT,24 th ST,AUTO ,CR,February 03 2014,MON,0.0,0.0,15687.0,16695.0,32382.0,"(34.03461, -118.308947)"
2870,WESTERN AV,AT,VERNON AV,MAN,SR,April 30 2013,TUE,0.0,0.0,18563.0,14034.0,32597.0,"(34.0037341, -118.3089415)"
2871,WESTERN AV,AT,VERNON AV,AUT,SR,April 17 2013,WED,0.0,0.0,17250.0,15464.0,32714.0,"(34.0037341, -118.3089415)"
2872,WESTERN AV,AT,SLAUSON AV,AUTO,SR,February 27 2013,WED,0.0,0.0,16861.0,16359.0,33220.0,"(33.9891458, -118.3089605)"
2873,WESTERN AV,AT,107 th ST,AUTO,SR,February 27 2013,WED,0.0,0.0,16745.0,16773.0,33518.0,"(33.9391252, -118.3090427)"
2874,WESTERN AV,AT,LEXINGTON AV,AUTO,HW,July 02 2013,TUE,0.0,0.0,20717.0,13724.0,34441.0,"(34.0927926, -118.3092265)"
2875,WESTERN AV,AT,27 th ST,MAN,SR,February 01 2013,FRI,0.0,0.0,22835.0,11962.0,34797.0,"(34.0308685, -118.308968)"
2876,WESTERN AV,AT,46 th ST,MAN,EV,February 21 2013,THU,0.0,0.0,15726.0,19345.0,35071.0,"(34.0019059, -118.308948)"
2877,WESTERN AV,AT,43 rd PL,MAN,CR,February 12 2013,TUE,19204.0,16551.0,0.0,0.0,35755.0,"(34.00462419999999, -118.308937)"
2878,WESTERN AV,AT,6 th ST,AUTO,HW,July 25 2013,THU,0.0,0.0,17821.0,18244.0,36065.0,"(34.0635228, -118.311599)"
2879,WESTERN AV,AT,37 th DR,MAN,EV,February 13 2013,WED,0.0,0.0,13849.0,22283.0,36132.0,"(34.0193575, -118.3089167)"
2880,WESTERN AV,AT,3 rd ST,AUTO,HW,July 24 2013,WED,0.0,0.0,17498.0,18729.0,36227.0,"(34.0689629, -118.3091312)"
2881,WESTERN AV,AT,4 th ST,AUTO,HW,July 24 2013,WED,0.0,0.0,17626.0,18880.0,36506.0,"(34.0671627, -118.3091242)"
2882,WESTERN AV,AT,MARATHON ST,MAN,HW,February 04 2014,TUE,0.0,0.0,17733.0,18995.0,36728.0,"(34.0849068, -118.3091557)"
2883,WESTERN AV,AT,186 th ST,MAN,SR,April 24 2013,WED,0.0,0.0,21171.0,15651.0,36822.0,"(33.8619938, -118.3091615)"
2884,WESTERN AV,AT,7 th ST,AUTO,HW,July 25 2013,THU,0.0,0.0,19098.0,18113.0,37211.0,"(34.0581395, -118.2805224)"
2885,WESTERN AV,AT,11 th ST,AUTO,HW,August 06 2013,TUE,0.0,0.0,18577.0,18851.0,37428.0,"(34.0508319, -118.3090688)"
2886,WESTERN AV,AT,WASHINGTON BL,MAN,HW,April 24 2014,THU,0.0,0.0,22269.0,15425.0,37694.0,"(34.03994, -118.309018)"
2887,WESTERN AV,AT,OLYMPIC BL,AUTO,HW,August 06 2013,TUE,0.0,0.0,19336.0,19716.0,39052.0,"(34.0526355, -118.3090623)"
2888,WESTERN AV,AT,1 st ST,AUTO,HW,July 17 2013,WED,0.0,0.0,19381.0,19711.0,39092.0,"(34.0613997, -118.3092352)"
2889,WESTERN AV,AT,2 nd ST,AUTO,HW,July 24 2013,WED,0.0,0.0,18564.0,21028.0,39592.0,"(34.070945, -118.309082)"
2890,WESTERN AV,AT,8 th ST,AUTO,HW,August 01 2013,THU,0.0,0.0,19546.0,20440.0,39986.0,"(34.0576595, -118.3075682)"
2891,WESTERN AV,AT,SAN MARINO ST,AUTO,HW,August 01 2013,THU,0.0,0.0,20240.0,20272.0,40512.0,"(34.0544456, -118.3090811)"
2892,WESTERN AV,AT,MAPLEWOOD AV,AUTO,HW,July 17 2013,WED,0.0,0.0,21438.0,19141.0,40579.0,"(34.0798781, -118.3091658)"
2893,WESTERN AV,AT,VENICE BL,AUTO,HW,October 01 2013,TUE,0.0,0.0,21313.0,19655.0,40968.0,"(34.0435721, -118.3090371)"
2894,WESTERN AV,AT,ROMAINE ST,AUTO,HW,July 16 2013,TUE,0.0,0.0,20908.0,20139.0,41047.0,"(34.0884993, -118.3091599)"
2895,WESTERN AV,AT,18 th ST,AUTO,HW,October 01 2013,TUE,0.0,0.0,22413.0,18764.0,41177.0,"(34.0417526, -118.309027)"
2896,WESTERN AV,AT,PICO BL,AUTO,HW,August 06 2013,TUE,0.0,0.0,20117.0,21449.0,41566.0,"(34.0472021, -118.3090593)"
2897,WESTERN AV,AT,SANTA MONICA BL,AUTO,HW,July 02 2013,TUE,0.0,0.0,22475.0,19156.0,41631.0,"(34.0907803, -118.3092109)"
2898,WESTERN AV,AT,LEMON GROVE AV,AUTO,HW,July 16 2013,TUE,0.0,0.0,21257.0,20811.0,42068.0,"(34.0866831, -118.3091657)"
2899,WESTERN AV,AT,5 th ST,AUTO,HW,July 25 2013,THU,0.0,0.0,19989.0,22677.0,42666.0,"(34.065495, -118.309242)"
2900,WESTERN AV,AT,9 th ST,AUTO,HW,August 01 2013,THU,0.0,0.0,23084.0,19701.0,42785.0,"(34.0558522, -118.3090844)"
2901,WESTERN AV,AT,WASHINGTON BL,AUTO,HW,October 01 2013,TUE,0.0,0.0,22827.0,20027.0,42854.0,"(34.03994, -118.309018)"
2902,WESTERN AV,AT,ELMWOOD AV,AUTO,HW,July 17 2013,WED,0.0,0.0,20401.0,22510.0,42911.0,"(34.0783043, -118.3091779)"
2903,WESTERN AV,AT,36 th PL,MAN,CR,February 14 2013,THU,23098.0,21430.0,0.0,0.0,44528.0,"(34.0218927, -118.3089153)"
2904,WESTERN AV ,AT,37 th PL,AUTO,SR,March 04 2014,TUE,0.0,0.0,16628.0,15217.0,31845.0,"(34.0202462, -118.3089186)"
2905,WESTERN AV ,AT,37 th PL,AUTO,SR,March 07 2014,FRI,0.0,0.0,17342.0,16404.0,33746.0,"(34.0202462, -118.3089186)"
2906,WESTERN AV ,AT,MELROSE AV,AUTO,HW,July 16 2013,TUES,0.0,0.0,20398.0,19417.0,39815.0,"(34.0835016, -118.3091514)"
2907,WESTERN HERITAGE WAY ,AT,ZOO DR,AUT,CR,April 14 2013,SUN,0.0,0.0,1912.0,4042.0,5954.0,"(34.149919, -118.2822881)"
2908,WESTERN HERITAGE WAY ,AT,ZOO DR,AUT,CR,April 21 2013,SUN,0.0,0.0,2367.0,4094.0,6461.0,"(34.149919, -118.2822881)"
2909,WESTERN HERITAGE WAY ,AT,ZOO DR,AUT,CR,April 13 2013,SAT,0.0,0.0,2328.0,4479.0,6807.0,"(34.149919, -118.2822881)"
2910,WESTERN HERITAGE WAY ,AT,ZOO DR,AUT,CR,April 20 2013,SAT,0.0,0.0,2677.0,5152.0,7829.0,"(34.149919, -118.2822881)"
2911,WESTMONT DR,AT,TAPER AV,AUT,SR,May 08 2013,TUE,5153.0,5007.0,0.0,0.0,10160.0,"(33.7635709, -118.2994143)"
2912,WESTMONT DR,AT,MT SHASTA DR,AUTO,EV,March 13 2013,WED,0.0,0.0,12940.0,13132.0,26072.0,"(33.7632592, -118.3038995)"
2913,WESTMONT DR,AT,CASEY PL,AUTO,EV,March 12 2013,TUE,0.0,0.0,17611.0,19629.0,37240.0,"(33.7634931, -118.2976551)"
2914,WESTMONT DR,AT,TAPER AV,AUTO,EV,March 13 2013,WED,0.0,0.0,17995.0,20302.0,38297.0,"(33.7635709, -118.2994143)"
2915,WESTMONT DR,AT,WESTERN AV,AUTO,EV,March 13 2013,WED,0.0,0.0,20984.0,21207.0,42191.0,"(33.7630709, -118.3116967)"
2916,WESTMONT DR,AT,GAFFEY ST,AUTO,EV,March 12 2013,TUE,0.0,0.0,21493.0,22040.0,43533.0,"(33.7639366, -118.2934293)"
2917,WESTMONT DR,AT,STONEWOOD CT,AUTO,EV,March 12 2013,TUE,0.0,0.0,23364.0,23615.0,46979.0,"(33.7626015, -118.308286)"
2918,WESTMONT DR ,AT,TAPER AV,AUTO,EV,March 12 2013,TUE,0.0,0.0,17565.0,7989.0,25554.0,"(33.7635709, -118.2994143)"
2919,WESTMORELAND AV,S/O ,MELROSE AV,AUTO,HW,March 20 2014,THU,0.0,0.0,382.0,568.0,950.0,"(34.0836055, -118.2880449)"
2920,WESTRIDGE RD,AT,JEFFERSONIA WAY,AUTO,WR,September 12 2013,THU,0.0,0.0,756.0,661.0,1417.0,"(34.0753394, -118.5046739)"
2921,WESTRIDGE RD,AT,BANYAN DR,AUTO,WR,September 16 2013,MON,0.0,0.0,1135.0,1064.0,2199.0,"(34.0813523, -118.5072805)"
2922,WESTRIDGE RD,AT,MANGO WAY,AUTO,WR,September 16 2013,MON,0.0,0.0,1764.0,1764.0,3528.0,"(34.0672007, -118.4970133)"
2923,WESTRIDGE RD,W/O ,MANDEVILLE CANYON RD,AUTO,WR,September 16 2013,MON,0.0,0.0,3174.0,878.0,4052.0,"(34.0642093, -118.4932652)"
2924,WESTRIDGE RD,N/O,WESTRIDGE TERR,AUTO,WR,September 12 2013,THU,0.0,0.0,1674.0,3230.0,4904.0,"(34.07125389999999, -118.5004867)"
2925,WESTRIDGE RD ,S/O,WESTRIDGE TERR,AUTO,WR,September 12 2013,THU,0.0,0.0,1551.0,1674.0,3225.0,"(34.07125389999999, -118.5004867)"
2926,WESTSIDE AV,AT,COLISEUM ST,AUTO,HW,April 21 2014,MON,0.0,0.0,1051.0,391.0,1442.0,"(34.0182633, -118.3270996)"
2927,WHIITAKER AV,AT,SHERMAN WAY,AUTO,WV,June 04 2013,TUE,0.0,0.0,419.0,739.0,1158.0,"(34.20110820000001, -118.4978695)"
2928,WHITAKER AV,AT,SHERMAN WAY,MAN,WV,June 05 2013,WED,0.0,0.0,280.0,0.0,280.0,"(34.20110820000001, -118.4978695)"
2929,WHITAKER AV,AT,SHERMAN WAY,AUTO,WV,June 04 2013,TUE,0.0,0.0,419.0,739.0,1158.0,"(34.20110820000001, -118.4978695)"
2930,WHITE OAK AV,AT,OXNARD ST,MAN,EV,March 12 2013,TUE,0.0,0.0,505.0,0.0,505.0,"(34.1801271, -118.5185305)"
2931,WHITES POINT DR,AT,25 th ST,AUT,EV,February 26 2013,TUE,0.0,0.0,0.0,4060.0,4060.0,"(33.722221, -118.311588)"
2932,WHITES POINT DR,AT,25 th ST,MAN,EV,March 12 2013,TUE,6068.0,6124.0,0.0,0.0,12192.0,"(33.722221, -118.311588)"
2933,WHITSETT AV,S/O,SHERMAN WY,AUT,EV,February 26 2013,TUE,0.0,0.0,0.0,1539.0,1539.0,"(34.2012559, -118.4051992)"
2934,WHITSETT AV,AT,STAGG ST,AUT,EV,May 02 2013,THU,0.0,0.0,7660.0,6083.0,13743.0,"(34.212112, -118.4052728)"
2935,WHITSETT AV,S/O,ROSCOE BL,AUT,EV,May 02 2013,THU,0.0,0.0,9230.0,6464.0,15694.0,"(34.2216776, -118.4052753)"
2936,WHITSETT AV,AT,VOSE ST,AUT,EV,May 08 2013,WED,0.0,0.0,7946.0,7938.0,15884.0,"(34.198467, -118.4052658)"
2937,WHITSETT AV,AT,SATICOY ST,AUT,EV,May 02 2013,THU,0.0,0.0,10082.0,6254.0,16336.0,"(34.2084868, -118.4052559)"
2938,WHITSETT AV,N/O,VENTURA BL,AUTO,EV,June 27 2013,THU,0.0,0.0,7272.0,9316.0,16588.0,"(34.1427141, -118.4051966)"
2939,WHITSETT AV,AT,OXNARD ST,AUT,EV,May 09 2013,THU,0.0,0.0,8301.0,8643.0,16944.0,"(34.1794192, -118.4052696)"
2940,WHITSETT AV,AT,VANOWEN ST,AUT,EV,May 08 2013,WED,0.0,0.0,9376.0,8060.0,17436.0,"(34.1939509, -118.4052664)"
2941,WHITSETT AV,AT,ALBERS ST,AUTO,EV,June 25 2013,TUE,0.0,0.0,8833.0,8783.0,17616.0,"(34.17032810000001, -118.4052614)"
2942,WHITSETT AV,AT,WEDDINGTON ST,AUTO,EV,June 26 2013,WED,0.0,0.0,8520.0,9195.0,17715.0,"(34.1667081, -118.4052648)"
2943,WHITSETT AV,AT,ARCHWOOD ST,AUTO,EV,June 25 2013,TUE,0.0,0.0,8710.0,9106.0,17816.0,"(34.1921432, -118.4052704)"
2944,WHITSETT AV,AT,OTSEGO ST,AUTO,EV,June 26 2013,WED,0.0,0.0,9007.0,9423.0,18430.0,"(34.16311400000001, -118.4052644)"
2945,WHITSETT AV,AT,BURBANK BL,AUTO,EV,June 25 2013,TUE,0.0,0.0,9438.0,9178.0,18616.0,"(34.1721446, -118.4052702)"
2946,WHITSETT AV,AT,KLING ST,AUTO,EV,June 27 2013,THU,0.0,0.0,9061.0,9693.0,18754.0,"(34.1558197, -118.4052396)"
2947,WHITSETT AV,AT,MOORPARK ST,AUTO,EV,June 27 2013,THU,0.0,0.0,9786.0,9224.0,19010.0,"(34.1503708, -118.405225)"
2948,WHITSETT AV,AT,HUSTON ST,AUTO,EV,June 26 2013,WED,0.0,0.0,9535.0,10089.0,19624.0,"(34.1594247, -118.4052455)"
2949,WHITSETT AV,AT,WOODBRIDGE ST,AUTO,EV,June 27 2013,THU,0.0,0.0,9461.0,10232.0,19693.0,"(34.1485601, -118.4052125)"
2950,WHITSETT AV,AT,VICTORY BL,AUT,EV,May 09 2013,THU,0.0,0.0,9126.0,10702.0,19828.0,"(34.1866867, -118.4052738)"
2951,WHITSETT AV,AT,SHERMAN WAY,AUT,EV,May 02 2013,THU,0.0,0.0,9521.0,12544.0,22065.0,"(34.2012559, -118.4051992)"
2952,WHITTIER BL,AT,BREED ST,AUT,EV,February 26 2013,TUE,0.0,0.0,6368.0,0.0,6368.0,"(34.034912, -118.2169387)"
2953,WHITTIER BL,AT,FRESNO ST,AUTO,CR,June 03 2013,MON,9575.0,9412.0,0.0,0.0,18987.0,"(34.0298413, -118.2055854)"
2954,WHITTIER BL,AT,FRESNO ST   (EAST JOG),MAN,CR,May 28 2013,TUE,15616.0,11137.0,0.0,0.0,26753.0,"(34.0298413, -118.2055854)"
2955,WILBUR AV,AT,LABRADOR ST,MAN,WV,November 20 2013,WED,0.0,0.0,7142.0,6756.0,13898.0,"(34.2490183, -118.5448532)"
2956,WILCOX AV,AT,LEXINGTON AV,MAN,HW,February 21 2013,THU,0.0,0.0,3353.0,1405.0,4758.0,"(34.0925493, -118.3310107)"
2957,WILCOX AV,AT,ROMAINE ST,AUTO,HW,April 16 2014,WED,0.0,0.0,2160.0,2786.0,4946.0,"(34.0889287, -118.330996)"
2958,WILCOX AV,AT,LEXINGTON AV,AUT,EV,February 26 2013,TUE,12031.0,7122.0,0.0,0.0,19153.0,"(34.0925493, -118.3310107)"
2959,WILEY POST AV,NO,AIRLINE AV,AUT,SR,March 20 2013,WED,0.0,0.0,163.0,157.0,320.0,"(35.5307193, -97.6427432)"
2960,WILEY POST AV,SO,LA TIJERA AV,AUT,HW,March 20 2013,WED,1978.0,0.0,0.0,0.0,1978.0,"(33.9628451, -118.3880883)"
2961,WILL ROGERS ST,N/O,FLEETWING AV,AUT,HW,March 20 2013,WED,0.0,0.0,11234.0,8763.0,19997.0,"(33.9549444, -118.3924277)"
2962,WILMINGTON AV,AT,R ST,MAN,SR,April 02 2013,TUE,0.0,0.0,7692.0,6808.0,14500.0,"(33.7964689, -118.2723035)"
2963,WILMINGTON AV,AT,112th ST,AUTO,SR,May 12 2014,MON,0.0,0.0,10278.0,8266.0,18544.0,"(33.9334104, -118.2390558)"
2964,WILMINGTON BL,AT,D ST,AUT,SR,March 19 2013,TUE,,,615.0,917.0,1532.0,"(33.7735478, -118.273717)"
2965,WILMINGTON BL,AT,M ST,MAN,SR,February 06 2013,WED,0.0,0.0,8876.0,8418.0,17294.0,"(33.7885032, -118.2749111)"
2966,WILMINGTON BL ,AT,M ST,AUT,HW,March 18 2013,MON,2224.0,1514.0,0.0,0.0,3738.0,"(33.7885032, -118.2749111)"
2967,WILMINGTON BL ,AT,R ST,AUT,SR,March 21 2013,THU,0.0,0.0,6027.0,7256.0,13283.0,"(33.7968692, -118.2752561)"
2968,WILSHIRE BL,AT,UNION AV,AUT,HW,March 14 2013,THU,0.0,0.0,476.0,326.0,802.0,"(34.0553915, -118.270165)"
2969,WILSHIRE BL,AT,UNION AV,AUT,HW,March 18 2013,MON,0.0,0.0,231.0,761.0,992.0,"(34.0553915, -118.270165)"
2970,WILSHIRE BL,AT,McCARTHY VISTA BL / CRESCENT HEIGHTS BL`,MAN,WR,February 18 2014,TUE,0.0,1250.0,0.0,0.0,1250.0,"(34.0634318, -118.3654715)"
2971,WILTON PL,AT,ELMWOOD AV,AUT,HW,March 19 2013,TUE,0.0,0.0,447.0,188.0,635.0,"(34.0784952, -118.3135295)"
2972,WILTON PL,AT,3 rd ST,AUT,HW,March 14 2013,THU,318.0,443.0,0.0,0.0,761.0,"(34.0689709, -118.3141805)"
2973,WILTON PL,AT,MARTIN LUTHER KING BL,AUT,SR,April 18 2013,THU,0.0,0.0,486.0,622.0,1108.0,"(34.0108446, -118.3151828)"
2974,WILTON PL,AT,8 th ST,AUT,HW,March 19 2013,TUE,0.0,0.0,906.0,591.0,1497.0,"(34.05806, -118.3142768)"
2975,WILTON PL,AT,ELMWOOD AV,AUT,HW,March 18 2013,THU,2149.0,1245.0,0.0,0.0,3394.0,"(34.0784952, -118.3135295)"
2976,WILTON PL,AT,5 th ST,AUT,HW,March 19 2013,TUE,3155.0,2743.0,0.0,0.0,5898.0,"(34.083389, -118.313675)"
2977,WILTON PL,AT,ELMWOOD AV,MAN,HW,February 27 2013,THU,0.0,0.0,11792.0,11118.0,22910.0,"(34.0784952, -118.3135295)"
2978,WINDSOR BL   (WEST JOG),S/O,PICO BL,AUTO,HW,December 16 2013,MON,0.0,0.0,636.0,640.0,1276.0,"(34.0843233, -118.3194993)"
2979,WINNETKA AV ,S/O,SHERMAN WY,AUT,SR,March 18 2013,THU,0.0,0.0,2199.0,3304.0,5503.0,"(34.2011397, -118.5710231)"
2980,WINNETKA AV ,AT,LANARK ST,MAN,WV,June 03 2013,MON,0.0,0.0,14203.0,12958.0,27161.0,"(34.2180176, -118.5710521)"
2981,WINNETKA AV ,AT,LANARK ST,AUTO,WV,May 29 2013,TUE,0.0,0.0,14441.0,16048.0,30489.0,"(34.2180176, -118.5710521)"
2982,WLIBUR AV ,AT,SUPERIOR ST,MAN,WV,November 13 2013,WED,0.0,0.0,6775.0,7008.0,13783.0,"(34.2463854, -118.5448508)"
2983,WOODBRIDGE ST,AT,TUJUNGA AV,MAN,EV,May 23 2013,THU,555.0,221.0,0.0,0.0,776.0,"(34.1485685, -118.3790008)"
2984,WOODCLIFF RD,N/O,MULHOLLAND DR,AUT,SR,March 15 2013,FRI,0.0,0.0,1074.0,669.0,1743.0,"(34.13046569999999, -118.4610137)"
